atom_A
Pin,Name
V42,DRAM0_DM[5]
Y50,DRAM0_DM[6]
Y52,DRAM0_DM[7]
M36,DRAM0_DQ[00]
J36,DRAM0_DQ[01]
P40,DRAM0_DQ[02]
M40,DRAM0_DQ[03]
P36,DRAM0_DQ[04]
N36,DRAM0_DQ[05]
K40,DRAM0_DQ[06]
K42,DRAM0_DQ[07]
B32,DRAM0_DQ[08]
C32,DRAM0_DQ[09]
C36,DRAM0_DQ[10]
A37,DRAM0_DQ[11]
C33,DRAM0_DQ[12]
A33,DRAM0_DQ[13]
C37,DRAM0_DQ[14]
B38,DRAM0_DQ[15]
F36,DRAM0_DQ[16]
G38,DRAM0_DQ[17]
F42,DRAM0_DQ[18]
J42,DRAM0_DQ[19]
G40,DRAM0_DQ[20]
C38,DRAM0_DQ[21]
G44,DRAM0_DQ[22]
D42,DRAM0_DQ[23]
A41,DRAM0_DQ[24]
C41,DRAM0_DQ[25]
A45,DRAM0_DQ[26]
B46,DRAM0_DQ[27]
C40,DRAM0_DQ[28]
B40,DRAM0_DQ[29]
B48,DRAM0_DQ[30]
B47,DRAM0_DQ[31]
K52,DRAM0_DQ[32]
K51,DRAM0_DQ[33]
T52,DRAM0_DQ[34]
T51,DRAM0_DQ[35]
L51,DRAM0_DQ[36]
L53,DRAM0_DQ[37]
R51,DRAM0_DQ[38]
R53,DRAM0_DQ[39]
T47,DRAM0_DQ[40]
T45,DRAM0_DQ[41]
Y40,DRAM0_DQ[42]
V41,DRAM0_DQ[43]
T48,DRAM0_DQ[44]
T50,DRAM0_DQ[45]
Y42,DRAM0_DQ[46]
AB40,DRAM0_DQ[47]
V45,DRAM0_DQ[48]
V47,DRAM0_DQ[49]
AD48,DRAM0_DQ[50]
AD50,DRAM0_DQ[51]
V48,DRAM0_DQ[52]
V50,DRAM0_DQ[53]
AB44,DRAM0_DQ[54]
Y45,DRAM0_DQ[55]
V52,DRAM0_DQ[56]
W51,DRAM0_DQ[57]
AC53,DRAM0_DQ[58]
AC51,DRAM0_DQ[59]
W53,DRAM0_DQ[60]
Y51,DRAM0_DQ[61]
AD52,DRAM0_DQ[62]
AD51,DRAM0_DQ[63]
K38,DRAM0_DQSN[0]
B34,DRAM0_DQSN[1]
F40,DRAM0_DQSN[2]
C43,DRAM0_DQSN[3]
M52,DRAM0_DQSN[4]
T44,DRAM0_DQSN[5]
Y48,DRAM0_DQSN[6]
AA51,DRAM0_DQSN[7]
J38,DRAM0_DQSP[0]
C35,DRAM0_DQSP[1]
D40,DRAM0_DQSP[2]
B44,DRAM0_DQSP[3]
N53,DRAM0_DQSP[4]
T42,DRAM0_DQSP[5]
Y47,DRAM0_DQSP[6]
AB52,DRAM0_DQSP[7]
P41,DRAM0_DRAMRST#
K45,DRAM0_MA[00]
L41,DRAM0_MA[02]
G53,DRAM0_MA[05]
D50,DRAM0_MA[07]
G52,DRAM0_MA[08]
E52,DRAM0_MA[09]
K48,DRAM0_MA[10]
E51,DRAM0_MA[11]
F47,DRAM0_MA[12]
J51,DRAM0_MA[13]
B49,DRAM0_MA[14]
B50,DRAM0_MA[15]
T41,DRAM0_ODT[0]
P42,DRAM0_ODT[2]
M45,DRAM0_RAS#
AY47,DRAM1_BS[0]
AY44,DRAM1_BS[1]
BF52,DRAM1_BS[2]
AV44,DRAM1_CAS#
BG47,DRAM1_CKE[0]
BD44,DRAM1_CKE[2]
AV48,DRAM1_CKN[0]
AT48,DRAM1_CKN[2]
AV50,DRAM1_CKP[0]
AT50,DRAM1_CKP[2]
AT44,DRAM1_CS[0]#
AT45,DRAM1_CS[2]#
BD38,DRAM1_DM[0]
BH36,DRAM1_DM[1]
BC36,DRAM1_DM[2]
BH42,DRAM1_DM[3]
AT51,DRAM1_DM[4]
AM42,DRAM1_DM[5]
AK50,DRAM1_DM[6]
AK52,DRAM1_DM[7]
BG38,DRAM1_DQ[00]
BC40,DRAM1_DQ[01]
BA42,DRAM1_DQ[02]
BD42,DRAM1_DQ[03]
BC38,DRAM1_DQ[04]
BD36,DRAM1_DQ[05]
BF42,DRAM1_DQ[06]
BC44,DRAM1_DQ[07]
BH32,DRAM1_DQ[08]
BG32,DRAM1_DQ[09]
BG36,DRAM1_DQ[10]
BJ37,DRAM1_DQ[11]
BG33,DRAM1_DQ[12]
BJ33,DRAM1_DQ[13]
BG37,DRAM1_DQ[14]
BH38,DRAM1_DQ[15]
AU36,DRAM1_DQ[16]
AT36,DRAM1_DQ[17]
AV40,DRAM1_DQ[18]
AT40,DRAM1_DQ[19]
BA36,DRAM1_DQ[20]
AV36,DRAM1_DQ[21]
AY42,DRAM1_DQ[22]
AY40,DRAM1_DQ[23]
BJ41,DRAM1_DQ[24]
BG41,DRAM1_DQ[25]
BJ45,DRAM1_DQ[26]
BH46,DRAM1_DQ[27]
BG40,DRAM1_DQ[28]
BH40,DRAM1_DQ[29]
BH48,DRAM1_DQ[30]
BH47,DRAM1_DQ[31]
AY52,DRAM1_DQ[32]
AY51,DRAM1_DQ[33]
AP52,DRAM1_DQ[34]
AP51,DRAM1_DQ[35]
AW51,DRAM1_DQ[36]
AW53,DRAM1_DQ[37]
AR51,DRAM1_DQ[38]
AR53,DRAM1_DQ[39]
AP47,DRAM1_DQ[40]
AP45,DRAM1_DQ[41]
AK40,DRAM1_DQ[42]
AM41,DRAM1_DQ[43]
AP48,DRAM1_DQ[44]
AP50,DRAM1_DQ[45]
AK42,DRAM1_DQ[46]
AH40,DRAM1_DQ[47]
AM45,DRAM1_DQ[48]
AM47,DRAM1_DQ[49]
AF48,DRAM1_DQ[50]
AF50,DRAM1_DQ[51]
AM48,DRAM1_DQ[52]
AM50,DRAM1_DQ[53]
AH44,DRAM1_DQ[54]
AK45,DRAM1_DQ[55]
AM52,DRAM1_DQ[56]
AL51,DRAM1_DQ[57]
AG53,DRAM1_DQ[58]
AG51,DRAM1_DQ[59]
AL53,DRAM1_DQ[60]
AK51,DRAM1_DQ[61]
AF52,DRAM1_DQ[62]
AF51,DRAM1_DQ[63]
BD40,DRAM1_DQSN[0]
BH34,DRAM1_DQSN[1]
AY38,DRAM1_DQSN[2]
BG43,DRAM1_DQSN[3]
AV52,DRAM1_DQSN[4]
AP44,DRAM1_DQSN[5]
AK48,DRAM1_DQSN[6]
AJ51,DRAM1_DQSN[7]
BF40,DRAM1_DQSP[0]
BG35,DRAM1_DQSP[1]
BA38,DRAM1_DQSP[2]
BH44,DRAM1_DQSP[3]
AU53,DRAM1_DQSP[4]
AP42,DRAM1_DQSP[5]
AK47,DRAM1_DQSP[6]
AH52,DRAM1_DQSP[7]
AT41,DRAM1_DRAMRST#
AY45,DRAM1_MA[00]
BB47,DRAM1_MA[01]
AW41,DRAM1_MA[02]
BB44,DRAM1_MA[03]
BB50,DRAM1_MA[04]
BC53,DRAM1_MA[05]
BB49,DRAM1_MA[06]
BF50,DRAM1_MA[07]
BC52,DRAM1_MA[08]
BE52,DRAM1_MA[09]
AY48,DRAM1_MA[10]
BE51,DRAM1_MA[11]
BD47,DRAM1_MA[12]
BA51,DRAM1_MA[13]
BH49,DRAM1_MA[14]
BH50,DRAM1_MA[15]
AP41,DRAM1_ODT[0]
AT42,DRAM1_ODT[2]
AV45,DRAM1_RAS#
BB51,DRAM1_WE#
N26,GPIO_RCOMP
BH18,GPIO_S0_SC[014]
BG18,GPIO_S0_SC[015]
BD12,GPIO_S0_SC[055]
BC12,GPIO_S0_SC[056]
BD14,GPIO_S0_SC[057]
BC14,GPIO_S0_SC[058]
BF14,GPIO_S0_SC[059]
BD16,GPIO_S0_SC[060]
BC16,GPIO_S0_SC[061]
BH30,GPIO_S0_SC[092]
BG30,GPIO_S0_SC[093]
B18,GPIO_S5[00]
B16,GPIO_S5[01]
C18,GPIO_S5[02]
A17,GPIO_S5[03]
C17,GPIO_S5[04]
C16,GPIO_S5[05]
B14,GPIO_S5[06]
C15,GPIO_S5[07]
C13,GPIO_S5[08]
A13,GPIO_S5[09]
C19,GPIO_S5[10]
F18,GPIO_S5[13]
K24,GPIO_S5[22]
N24,GPIO_S5[23]
M20,GPIO_S5[24]
M18,GPIO_S5[26]
K18,GPIO_S5[27]
K20,GPIO_S5[28]
M22,GPIO_S5[29]
M24,GPIO_S5[30]
AN25,GPIO_V1P0_S3
BJ21,HDA_CLK
BF20,HDA_LPE_RCOMP
AM32,HDA_LPE_V1P5V1P8_S3
BG22,HDA_RST#
BG19,HDA_SDI[0]
BG21,HDA_SDI[1]
BG20,HDA_SDO
BH20,HDA_SYNC
AF42,ICLK_DRAM_TERM[0]
AH42,ICLK_DRAM_TERM[1]
AD14,ICLK_ICOMP
AH12,ICLK_OSCIN
AH10,ICLK_OSCOUT
AD13,ICLK_RCOMP
F10,ICLK_USB_TERM[0]
D10,ICLK_USB_TERM[1]
AJ19,ICLK_V1P35_S3_F1
AG18,ICLK_V1P35_S3_F2
BH12,ILB_8254_SPKR
BH16,ILB_LPC_AD[0]
BJ17,ILB_LPC_AD[1]
BJ13,ILB_LPC_AD[2]
BG14,ILB_LPC_AD[3]
BG15,ILB_LPC_CLK[0]
BH14,ILB_LPC_CLK[1]
BG16,ILB_LPC_CLKRUN#
BG17,ILB_LPC_FRAME#
BG13,ILB_LPC_SERIRQ
B8,ILB_RTC_EXTPAD
C12,ILB_RTC_RST#
C11,ILB_RTC_TEST#
C9,ILB_RTC_X1
A9,ILB_RTC_X2
BF18,LPC_RCOMP
AM27,LPC_V1P8V3P3_S3
BF28,LPE_I2S2_CLK
BD28,LPE_I2S2_DATAIN
BC30,LPE_I2S2_DATAOUT
BA30,LPE_I2S2_FRM
F34,MCSI_GPIO[00]
M32,MCSI_GPIO[01]
D28,MCSI_GPIO[02]
K34,MCSI_GPIO[04]
D34,MCSI_GPIO[05]
F32,MCSI_GPIO[06]
F28,MCSI_GPIO[07]
K28,MCSI_GPIO[08]
J34,MCSI_GPIO[09]
N32,MCSI_GPIO[10]
D32,MCSI_GPIO[11]
P14,MCSI_RCOMP
T7,MCSI1_CLKN
T9,MCSI1_CLKP
AB13,MCSI1_DN[0]
Y12,MCSI1_DN[1]
V10,MCSI1_DN[2]
T12,MCSI1_DN[3]
AB12,MCSI1_DP[0]
Y13,MCSI1_DP[1]
V9,MCSI1_DP[2]
T10,MCSI1_DP[3]
V14,MCSI2_CLKN
V13,MCSI2_CLKP
T14,MCSI2_DN[0]
T13,MCSI2_DP[0]
T6,MCSI3_CLKN
T4,MCSI3_CLKP
AD16,MIPI_V1P24_S3
AD18,MIPI_V1P24_S3
U38,MIPI_V1P8_S3
AT22,MMC1_CLK
AV26,MMC1_CMD
AV20,MMC1_D[0]
AU22,MMC1_D[1]
AV22,MMC1_D[2]
AT20,MMC1_D[3]
AY24,MMC1_D[4]
AU26,MMC1_D[5]
AT26,MMC1_D[6]
AU20,MMC1_D[7]
AY18,MMC1_RCOMP
BA24,MMC1_RST#
AF6,PCIE_CLKN[0]
AF9,PCIE_CLKN[1]
AK4,PCIE_CLKN[2]
AM4,PCIE_CLKN[3]
AF4,PCIE_CLKP[0]
AF7,PCIE_CLKP[1]
AK6,PCIE_CLKP[2]
AM6,PCIE_CLKP[3]
BG3,PCIE_CLKREQ[0]#
BD7,PCIE_CLKREQ[1]#
BG5,PCIE_CLKREQ[2]#
BE3,PCIE_CLKREQ[3]#
AP13,PCIE_RCOMP_N
AP14,PCIE_RCOMP_P
AT13,PCIE_RXN[0]
AT9,PCIE_RXN[1]
AP10,PCIE_RXN[2]
AP7,PCIE_RXN[3]
AT14,PCIE_RXP[0]
AT10,PCIE_RXP[1]
AP12,PCIE_RXP[2]
AP9,PCIE_RXP[3]
AN18,PCIE_SATA_V1P0_S3
AY6,PCIE_TXN[0]
AV4,PCIE_TXN[1]
AT6,PCIE_TXN[2]
AP4,PCIE_TXN[3]
AY7,PCIE_TXP[0]
AV6,PCIE_TXP[1]
AT7,PCIE_TXP[2]
AP6,PCIE_TXP[3]
AK18,PCIE_V1P0_S3
AM18,PCIE_V1P0_S3
AM21,PCIE_V1P0_S3
AN21,PCIE_V1P0_S3
BG11,PCU_SMB_ALERT#
BH10,PCU_SMB_CLK
BG12,PCU_SMB_DATA
C22,PCU_SPI_CLK
C23,PCU_SPI_CS[0]#
C21,PCU_SPI_CS[1]#
B22,PCU_SPI_MISO
A21,PCU_SPI_MOSI
V25,PCU_V1P8_G3
N22,PCU_V3P3_G3
D20,PMC_ACPRESENT
K26,PMC_BATLOW#
B7,PMC_CORE_PWROK
BH7,PMC_PLT_CLK[0]
BH5,PMC_PLT_CLK[1]
BH4,PMC_PLT_CLK[2]
BH8,PMC_PLT_CLK[3]
BH6,PMC_PLT_CLK[4]
BJ9,PMC_PLT_CLK[5]
F20,PMC_PLTRST#
B10,PMC_RSMRST#
BG9,PMC_RSTBTN#
D22,PMC_SLP_S3#
F22,PMC_SLP_S4#
G18,PMC_SUS_STAT#
G24,PMC_SUSCLK[0]
D26,PMC_SUSPWRDNACK
U25,PMC_V1P8_G3
F26,PMC_WAKE_PCIE[0]#
C24,PROCHOT#
A29,RESERVED
B30,RESERVED
C29,RESERVED
C30,RESERVED
D48,RESERVED
E46,RESERVED
F1,RESERVED
H4,RESERVED
H5,RESERVED
H7,RESERVED
H8,RESERVED
M9,RESERVED
M10,RESERVED
N34,RESERVED
P6,RESERVED
P7,RESERVED
P34,RESERVED
R1,RESERVED
R3,RESERVED
T2,RESERVED
T3,RESERVED
V2,RESERVED
V3,RESERVED
V4,RESERVED
V6,RESERVED
W1,RESERVED
W3,RESERVED
Y2,RESERVED
Y3,RESERVED
Y4,RESERVED
Y6,RESERVED
AB2,RESERVED
AB3,RESERVED
AB7,RESERVED
AB9,RESERVED
AB14,RESERVED
AD4,RESERVED
AD6,RESERVED
AD9,RESERVED
AD10,RESERVED
AD12,RESERVED
AD40,RESERVED
AD41,RESERVED
AF13,RESERVED
AF14,RESERVED
AF40,RESERVED
AF41,RESERVED
AH13,RESERVED
AH14,RESERVED
AK7,RESERVED
AK9,RESERVED
AM9,RESERVED
AM10,RESERVED
AM13,RESERVED
AM14,RESERVED
AT34,RESERVED
AV9,RESERVED
AV10,RESERVED
BB3,RESERVED
BB4,RESERVED
BE46,RESERVED
BF48,RESERVED
AM3,RSVD_GND[0]
AM2,RSVD_GND[1]
AH3,RSVD_GND[2]
AH2,RSVD_GND[3]
BB10,RSVD_GND[4]
BC10,RSVD_GND[5]
BB5,RSVD_GND[6]
BB7,RSVD_GND[7]
P22,RTC_VCC
BA12,SATA_GP[0]
AY14,SATA_GP[1]
AY12,SATA_LED#
AT18,SATA_RCOMP_N
AU18,SATA_RCOMP_P
AV16,SATA_RXN[0]
BA16,SATA_RXN[1]
AU16,SATA_RXP[0]
AY16,SATA_RXP[1]
BG7,SATA_TXN[0]
BF10,SATA_TXN[1]
BF6,SATA_TXP[0]
BD10,SATA_TXP[1]
AN19,SATA_V1P0_S3
BA18,SD2_CLK
BC18,SD2_CMD
AY20,SD2_D[0]
BD20,SD2_D[1]
BA20,SD2_D[2]
BD18,SD2_D[3]_CD#
BF22,SD3_1P8EN
BC24,SD3_CD#
AY26,SD3_CLK
AV28,SD3_CMD
AT28,SD3_D[0]
BD26,SD3_D[1]
AU28,SD3_D[2]
BA26,SD3_D[3]
BD22,SD3_PWREN#
BF26,SD3_RCOMP
AN27,SD3_V1P8V3P3_S3
BD5,SD3_WP
BG23,SIO_I2C0_CLK
BH22,SIO_I2C0_DATA
BH24,SIO_I2C1_CLK
BG24,SIO_I2C1_DATA
BJ25,SIO_I2C2_CLK
BG25,SIO_I2C2_DATA
BH26,SIO_I2C3_CLK
BG26,SIO_I2C3_DATA
BG27,SIO_I2C4_CLK
BF27,SIO_I2C4_DATA
BG28,SIO_I2C5_CLK
BH28,SIO_I2C5_DATA
BG29,SIO_I2C6_CLK
BJ29,SIO_I2C6_DATA
AU32,SIO_PWM[0]
AT32,SIO_PWM[1]
AY30,SIO_SPI_CLK
AV32,SIO_SPI_CS#
BA28,SIO_SPI_MISO
AY28,SIO_SPI_MOSI
AY34,SIO_UART1_CTS#
BA34,SIO_UART1_RTS#
AU34,SIO_UART1_RXD
AV34,SIO_UART1_TXD
BF32,SIO_UART2_CTS#
BD32,SIO_UART2_RTS#
BF34,SIO_UART2_RXD
BD34,SIO_UART2_TXD
B24,SVID_ALERT#
C25,SVID_CLK
A25,SVID_DATA
V32,SVID_V1P0_S3
D18,TAP_PRDY#
F16,TAP_PREQ#
D14,TAP_TCK
F12,TAP_TDI
G16,TAP_TDO
F14,TAP_TMS
G12,TAP_TRST#
AF30,TP_CORE_V1P05_S4
AA22,TP2_CORE_VCC_S3
B6,UNCORE_V1P0_G3
C5,UNCORE_V1P0_G3
U22,UNCORE_V1P0_G3
V22,UNCORE_V1P0_G3
V24,UNCORE_V1P0_S3
Y22,UNCORE_V1P0_S3
Y24,UNCORE_V1P0_S3
AF16,UNCORE_V1P0_S3
AF18,UNCORE_V1P0_S3
AF21,UNCORE_V1P0_S3
AG21,UNCORE_V1P0_S3
AN29,UNCORE_V1P0_S3
AN30,UNCORE_V1P0_S3
AG19,UNCORE_V1P35_S3_F1
AG32,UNCORE_V1P35_S3_F2
V36,UNCORE_V1P35_S3_F3
U36,UNCORE_V1P35_S3_F4
AA25,UNCORE_V1P35_S3_F5
AF19,UNCORE_V1P35_S3_F6
U24,UNCORE_V1P8_G3
AM30,UNCORE_V1P8_S3
AN32,UNCORE_V1P8_S3
AA24,UNCORE_VNN_S3
AC22,UNCORE_VNN_S3
AC24,UNCORE_VNN_S3
AD22,UNCORE_VNN_S3
AD24,UNCORE_VNN_S3
AF22,UNCORE_VNN_S3
AF24,UNCORE_VNN_S3
AG22,UNCORE_VNN_S3
AG24,UNCORE_VNN_S3
AJ22,UNCORE_VNN_S3
AJ24,UNCORE_VNN_S3
AK22,UNCORE_VNN_S3
AK24,UNCORE_VNN_S3
AK25,UNCORE_VNN_S3
AK27,UNCORE_VNN_S3
AK29,UNCORE_VNN_S3
AK30,UNCORE_VNN_S3
AK32,UNCORE_VNN_S3
AM22,UNCORE_VNN_S3
BB8,UNCORE_VNN_SENSE
K16,USB_DN[0]
G14,USB_DN[1]
M16,USB_DP[0]
K12,USB_DP[2]
K10,USB_DP[3]
A7,USB_HSIC_RCOMP
V18,USB_HSIC_V1P24_G3
B4,USB_HSIC0_DATA
B5,USB_HSIC0_STROBE
E2,USB_HSIC1_DATA
D2,USB_HSIC1_STROBE
C20,USB_OC[0]#
B20,USB_OC[1]#
M13,USB_PLL_MON
C7,USB_RCOMPI
D6,USB_RCOMPO
G2,USB_ULPI_CLK
M3,USB_ULPI_DATA[0]
L1,USB_ULPI_DATA[1]
K2,USB_ULPI_DATA[2]
K3,USB_ULPI_DATA[3]
M2,USB_ULPI_DATA[4]
N3,USB_ULPI_DATA[5]
P2,USB_ULPI_DATA[6]
L3,USB_ULPI_DATA[7]
P3,USB_ULPI_NXT
B12,USB_ULPI_REFCLK
H3,USB_ULPI_STP
AA18,USB_ULPI_V1P8_G3
M14,USB_V1P0_S3
U18,USB_V1P0_S3
U19,USB_V1P0_S3
N20,USB_V1P8_G3
N18,USB_V3P3_G3
P18,USB_V3P3_G3
U16,USB_VSSA
M12,USB3_REXT[0]
E3,USB3_RXN[0]
D4,USB3_RXP[0]
K7,USB3_TXN[0]
K6,USB3_TXP[0]
C3,USB3_V1P0_G3
Y19,USB3_V1P0_G3
M7,USB3DEV_REXT[0]
P12,USB3DEV_RXN[0]
P10,USB3DEV_RXP[0]
M6,USB3DEV_TXN[0]
M4,USB3DEV_TXP[0]
G1,USB3DEV_V1P0_S3
Y18,USB3DEV_V1P0_S3
AY2,VGA_BLUE
BC1,VGA_DDCCLK
BC2,VGA_DDCDATA
BA1,VGA_GREEN
BD2,VGA_HSYNC
AW1,VGA_IREF
AY3,VGA_IRTN
BA3,VGA_RED
BJ6,VGA_V1P0_S3
BD1,VGA_V1P35_S3_F1
AN24,VGA_V3P3_S3
BF2,VGA_VSYNC
